序号,类别,名称,控件ID,行,列,x_mm,y_mm,形状,半径_mm,宽度_mm,高度_mm,备注
750,界面控件,试剂_S48_ROI Height,svg-reagent-s48-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
751,界面控件,试剂_S48_孔位Z参数面板,svg-reagent-s48-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
752,界面控件,试剂_S48_液体类型,svg-reagent-s48-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
753,界面控件,试剂_S48_Z-Travel安全移动高度,svg-reagent-s48-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
754,界面控件,试剂_S48_Z-Start探液高度,svg-reagent-s48-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
755,界面控件,试剂_S48_Z-End针尖最大下降深度,svg-reagent-s48-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
756,界面控件,试剂_S48_Z-Dispens吸液/排液高度,svg-reagent-s48-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
757,界面控件,试剂_S48_通道移液面板,svg-reagent-s48-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
758,界面控件,试剂_S48_移液孔位,svg-reagent-s48-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
759,界面控件,试剂_S48_移液液量,svg-reagent-s48-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
760,界面控件,试剂_S48_控制针,svg-reagent-s48-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
761,界面控件,试剂_S58_条码ROI面板,svg-reagent-s58-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
762,界面控件,试剂_S58_ROI Left,svg-reagent-s58-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
763,界面控件,试剂_S58_ROI Top,svg-reagent-s58-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
764,界面控件,试剂_S58_ROI Width,svg-reagent-s58-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
765,界面控件,试剂_S58_ROI Height,svg-reagent-s58-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
766,界面控件,试剂_S58_孔位Z参数面板,svg-reagent-s58-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
767,界面控件,试剂_S58_液体类型,svg-reagent-s58-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
768,界面控件,试剂_S58_Z-Travel安全移动高度,svg-reagent-s58-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
769,界面控件,试剂_S58_Z-Start探液高度,svg-reagent-s58-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
770,界面控件,试剂_S58_Z-End针尖最大下降深度,svg-reagent-s58-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
771,界面控件,试剂_S58_Z-Dispens吸液/排液高度,svg-reagent-s58-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
772,界面控件,试剂_S58_通道移液面板,svg-reagent-s58-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
773,界面控件,试剂_S58_移液孔位,svg-reagent-s58-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
774,界面控件,试剂_S58_移液液量,svg-reagent-s58-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
775,界面控件,试剂_S58_控制针,svg-reagent-s58-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
776,界面控件,配液_R1_C1_孔位Z参数面板,svg-mix-p11-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
777,界面控件,配液_R1_C1_液体类型,svg-mix-p11-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
778,界面控件,配液_R1_C1_Z-Travel安全移动高度,svg-mix-p11-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
779,界面控件,配液_R1_C1_Z-Start探液高度,svg-mix-p11-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
780,界面控件,配液_R1_C1_Z-End针尖最大下降深度,svg-mix-p11-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
781,界面控件,配液_R1_C1_Z-Dispens吸液/排液高度,svg-mix-p11-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
782,界面控件,配液_R1_C1_通道移液面板,svg-mix-p11-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
783,界面控件,配液_R1_C1_移液孔位,svg-mix-p11-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
784,界面控件,配液_R1_C1_移液液量,svg-mix-p11-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
785,界面控件,配液_R1_C1_控制针,svg-mix-p11-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
786,界面控件,配液_R1_C2_孔位Z参数面板,svg-mix-p12-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
787,界面控件,配液_R1_C2_液体类型,svg-mix-p12-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
788,界面控件,配液_R1_C2_Z-Travel安全移动高度,svg-mix-p12-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
789,界面控件,配液_R1_C2_Z-Start探液高度,svg-mix-p12-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
790,界面控件,配液_R1_C2_Z-End针尖最大下降深度,svg-mix-p12-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
791,界面控件,配液_R1_C2_Z-Dispens吸液/排液高度,svg-mix-p12-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
792,界面控件,配液_R1_C2_通道移液面板,svg-mix-p12-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
793,界面控件,配液_R1_C2_移液孔位,svg-mix-p12-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
794,界面控件,配液_R1_C2_移液液量,svg-mix-p12-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
795,界面控件,配液_R1_C2_控制针,svg-mix-p12-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
796,界面控件,配液_R2_C1_孔位Z参数面板,svg-mix-p21-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
797,界面控件,配液_R2_C1_液体类型,svg-mix-p21-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
798,界面控件,配液_R2_C1_Z-Travel安全移动高度,svg-mix-p21-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
799,界面控件,配液_R2_C1_Z-Start探液高度,svg-mix-p21-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
800,界面控件,配液_R2_C1_Z-End针尖最大下降深度,svg-mix-p21-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
801,界面控件,配液_R2_C1_Z-Dispens吸液/排液高度,svg-mix-p21-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
802,界面控件,配液_R2_C1_通道移液面板,svg-mix-p21-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
803,界面控件,配液_R2_C1_移液孔位,svg-mix-p21-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
804,界面控件,配液_R2_C1_移液液量,svg-mix-p21-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
805,界面控件,配液_R2_C1_控制针,svg-mix-p21-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
806,界面控件,配液_R2_C2_孔位Z参数面板,svg-mix-p22-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
807,界面控件,配液_R2_C2_液体类型,svg-mix-p22-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
808,界面控件,配液_R2_C2_Z-Travel安全移动高度,svg-mix-p22-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
809,界面控件,配液_R2_C2_Z-Start探液高度,svg-mix-p22-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
810,界面控件,配液_R2_C2_Z-End针尖最大下降深度,svg-mix-p22-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
811,界面控件,配液_R2_C2_Z-Dispens吸液/排液高度,svg-mix-p22-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
812,界面控件,配液_R2_C2_通道移液面板,svg-mix-p22-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
813,界面控件,配液_R2_C2_移液孔位,svg-mix-p22-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
814,界面控件,配液_R2_C2_移液液量,svg-mix-p22-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
815,界面控件,配液_R2_C2_控制针,svg-mix-p22-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
816,界面控件,配液_R3_C1_孔位Z参数面板,svg-mix-p31-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
817,界面控件,配液_R3_C1_液体类型,svg-mix-p31-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
818,界面控件,配液_R3_C1_Z-Travel安全移动高度,svg-mix-p31-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
819,界面控件,配液_R3_C1_Z-Start探液高度,svg-mix-p31-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
820,界面控件,配液_R3_C1_Z-End针尖最大下降深度,svg-mix-p31-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
821,界面控件,配液_R3_C1_Z-Dispens吸液/排液高度,svg-mix-p31-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
822,界面控件,配液_R3_C1_通道移液面板,svg-mix-p31-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
823,界面控件,配液_R3_C1_移液孔位,svg-mix-p31-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
824,界面控件,配液_R3_C1_移液液量,svg-mix-p31-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
825,界面控件,配液_R3_C1_控制针,svg-mix-p31-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
826,界面控件,配液_R3_C2_孔位Z参数面板,svg-mix-p32-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
827,界面控件,配液_R3_C2_液体类型,svg-mix-p32-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
828,界面控件,配液_R3_C2_Z-Travel安全移动高度,svg-mix-p32-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
829,界面控件,配液_R3_C2_Z-Start探液高度,svg-mix-p32-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
830,界面控件,配液_R3_C2_Z-End针尖最大下降深度,svg-mix-p32-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
831,界面控件,配液_R3_C2_Z-Dispens吸液/排液高度,svg-mix-p32-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
832,界面控件,配液_R3_C2_通道移液面板,svg-mix-p32-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
833,界面控件,配液_R3_C2_移液孔位,svg-mix-p32-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
834,界面控件,配液_R3_C2_移液液量,svg-mix-p32-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
835,界面控件,配液_R3_C2_控制针,svg-mix-p32-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
836,界面控件,配液_R4_C1_孔位Z参数面板,svg-mix-p41-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
837,界面控件,配液_R4_C1_液体类型,svg-mix-p41-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
838,界面控件,配液_R4_C1_Z-Travel安全移动高度,svg-mix-p41-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
839,界面控件,配液_R4_C1_Z-Start探液高度,svg-mix-p41-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
840,界面控件,配液_R4_C1_Z-End针尖最大下降深度,svg-mix-p41-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
841,界面控件,配液_R4_C1_Z-Dispens吸液/排液高度,svg-mix-p41-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
842,界面控件,配液_R4_C1_通道移液面板,svg-mix-p41-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
843,界面控件,配液_R4_C1_移液孔位,svg-mix-p41-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
844,界面控件,配液_R4_C1_移液液量,svg-mix-p41-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
845,界面控件,配液_R4_C1_控制针,svg-mix-p41-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
846,界面控件,配液_R4_C2_孔位Z参数面板,svg-mix-p42-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
847,界面控件,配液_R4_C2_液体类型,svg-mix-p42-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
848,界面控件,配液_R4_C2_Z-Travel安全移动高度,svg-mix-p42-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
849,界面控件,配液_R4_C2_Z-Start探液高度,svg-mix-p42-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
850,界面控件,配液_R4_C2_Z-End针尖最大下降深度,svg-mix-p42-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
